ListSchema={"schemaXmlList":["<Field ID=\"{fa564e0f-0c70-4ab9-b863-0177e6ddd247}\" Type=\"Text\" Name=\"Title\" DisplayName=\"Title\" Required=\"FALSE\" SourceID=\"http://schemas.microsoft.com/sharepoint/v3\" StaticName=\"Title\" FromBaseType=\"TRUE\" MaxLength=\"255\" />","<Field Type=\"Text\" DisplayName=\"Department\" Name=\"field_1\" ID=\"{3f140692-3824-49ff-a318-fc3eb11cf549}\" StaticName=\"field_1\" />","<Field Type=\"Text\" DisplayName=\"Expense Type\" Name=\"field_2\" ID=\"{6cae3180-96aa-4656-9636-2ab3e12dcfed}\" StaticName=\"field_2\" />","<Field Type=\"Number\" DisplayName=\"Amount\" Name=\"field_3\" ID=\"{4a0594f6-98de-43eb-8918-af1c1f0e3bd6}\" StaticName=\"field_3\" />","<Field Type=\"Text\" DisplayName=\"Date\" Name=\"field_4\" ID=\"{b3d8c2c6-0aab-4154-9068-06cee7518de0}\" StaticName=\"field_4\" />","<Field Type=\"Text\" DisplayName=\"Location\" Name=\"field_5\" ID=\"{f3bc0e3a-d5e2-44b6-939a-9a03b27d60ee}\" StaticName=\"field_5\" />","<Field Type=\"Text\" DisplayName=\"Project Name\" Name=\"field_6\" ID=\"{2cf6ec90-c493-402b-9afa-5757aab0e868}\" StaticName=\"field_6\" />","<Field Type=\"Text\" DisplayName=\"Vendor\" Name=\"field_7\" ID=\"{1fd1aba8-a35c-4ffc-8e14-62b233b71932}\" StaticName=\"field_7\" />","<Field Type=\"Text\" DisplayName=\"Payment Method\" Name=\"field_8\" ID=\"{a218832c-9d9b-48b7-a596-6fda40b3c6e0}\" StaticName=\"field_8\" />","<Field Type=\"Text\" DisplayName=\"Approval Status\" Name=\"field_9\" ID=\"{168c6ca9-7cfc-4fc0-89f7-d603cff04c3a}\" StaticName=\"field_9\" />","<Field ID=\"{82642ec8-ef9b-478f-acf9-31f7d45fbc31}\" ReadOnly=\"TRUE\" Type=\"Computed\" Name=\"LinkTitle\" DisplayName=\"Company Name\" DisplayNameSrcField=\"Title\" ClassInfo=\"Menu\" AuthoringInfo=\"(linked to item with edit menu)\" ListItemMenuAllowed=\"Required\" LinkToItemAllowed=\"Prohibited\" SourceID=\"http://schemas.microsoft.com/sharepoint/v3\" StaticName=\"LinkTitle\" FromBaseType=\"TRUE\"><FieldRefs><FieldRef Name=\"Title\" /><FieldRef Name=\"LinkTitleNoMenu\" /><FieldRef Name=\"_EditMenuTableStart2\" /><FieldRef Name=\"_EditMenuTableEnd\" /></FieldRefs><DisplayPattern><FieldSwitch><Expr><GetVar Name=\"FreeForm\" /></Expr><Case Value=\"TRUE\"><Field Name=\"LinkTitleNoMenu\" /></Case><Default><HTML><![CDATA[<div class=\"ms-vb itx\" onmouseover=\"OnItem(this)\" CTXName=\"ctx]]></HTML><Field Name=\"_EditMenuTableStart2\" /><HTML><![CDATA[\">]]></HTML><Field Name=\"LinkTitleNoMenu\" /><HTML><![CDATA[</div>]]></HTML><HTML><![CDATA[<div class=\"s4-ctx\" onmouseover=\"OnChildItem(this.parentNode); return false;\">]]></HTML><HTML><![CDATA[<span>&nbsp;</span>]]></HTML><HTML><![CDATA[<a onfocus=\"OnChildItem(this.parentNode.parentNode); return false;\" onclick=\"PopMenuFromChevron(event); return false;\" href=\"javascript:;\" title=\"Open Menu\"></a>]]></HTML><HTML><![CDATA[<span>&nbsp;</span>]]></HTML><HTML><![CDATA[</div>]]></HTML></Default></FieldSwitch></DisplayPattern></Field>"]}
"Company Name","Department","Expense Type","Amount","Date","Location","Project Name","Vendor","Payment Method","Approval Status"
"TechNova","IT","Consulting","9,109.5","2025-01-03","Toronto","Apollo","VendorB","Bank Transfer","Rejected"
"DataWave","Operations","Consulting","5,915.41","2024-09-09","San Francisco","Orion","VendorD","Bank Transfer","Rejected"
"DataWave","HR","Software","5,780.23","2025-04-29","New York","Athena","VendorA","PayPal","Rejected"
"CyberCore","Marketing","Travel","8,212.06","2025-03-01","London","Orion","VendorA","Bank Transfer","Rejected"
"DataWave","HR","Utilities","824.63","2024-07-19","New York","Hermes","VendorB","Bank Transfer","Rejected"
"InnoSoft","Finance","Travel","948.93","2024-12-06","Bangalore","Orion","VendorB","PayPal","Pending"
"DataWave","HR","Training","423.7","2025-05-30","New York","Apollo","VendorB","Credit Card","Pending"
"CyberCore","IT","Consulting","3,178.16","2025-06-06","San Francisco","Orion","VendorE","Credit Card","Rejected"
"NetFusion","Operations","Consulting","1,978.75","2025-07-01","Toronto","Orion","VendorA","PayPal","Rejected"
"InnoSoft","IT","Utilities","6,573.84","2025-04-21","New York","Athena","VendorD","Cheque","Pending"
"DataWave","Operations","Software","3,198.96","2025-02-05","San Francisco","Orion","VendorB","Credit Card","Approved"
"InnoSoft","R&D","Training","1,663.35","2024-12-15","Bangalore","Orion","VendorC","Bank Transfer","Approved"
"NetFusion","Operations","Utilities","4,457.76","2024-11-15","New York","Hermes","VendorA","Bank Transfer","Rejected"
"TechNova","Finance","Travel","2,456.38","2024-08-20","Bangalore","Zeus","VendorE","PayPal","Approved"
"CyberCore","IT","Utilities","1,469.17","2025-01-24","London","Athena","VendorA","Cheque","Pending"
"InnoSoft","Marketing","Travel","2,175.02","2024-12-15","Toronto","Orion","VendorD","Cheque","Rejected"
"DataWave","Operations","Software","7,213.94","2024-10-13","San Francisco","Orion","VendorB","Bank Transfer","Pending"
"DataWave","R&D","Utilities","9,275.58","2025-02-26","New York","Orion","VendorB","Cheque","Pending"
"InnoSoft","HR","Consulting","2,642.66","2024-09-03","London","Apollo","VendorC","Cheque","Approved"
"DataWave","Marketing","Hardware","330.78","2025-04-10","New York","Apollo","VendorA","Cheque","Rejected"
"CyberCore","IT","Software","7,354.07","2025-07-02","London","Athena","VendorE","Bank Transfer","Pending"
"TechNova","R&D","Software","124.72","2025-03-07","Toronto","Zeus","VendorC","Cheque","Pending"
"InnoSoft","Finance","Utilities","7,837.7","2024-11-08","San Francisco","Athena","VendorE","Bank Transfer","Approved"
"CyberCore","R&D","Travel","8,163.92","2025-04-29","New York","Hermes","VendorD","Cheque","Pending"
"NetFusion","HR","Hardware","9,658.39","2024-10-24","London","Hermes","VendorD","Credit Card","Rejected"
"CyberCore","Operations","Consulting","9,767.87","2024-12-31","London","Athena","VendorB","Cheque","Pending"
"DataWave","Finance","Utilities","623.58","2024-11-13","New York","Athena","VendorD","PayPal","Approved"
"TechNova","Marketing","Utilities","6,709.82","2025-05-18","Berlin","Athena","VendorB","Bank Transfer","Pending"
"DataWave","Operations","Training","4,350.6","2024-09-12","San Francisco","Zeus","VendorE","Cheque","Approved"
"TechNova","Marketing","Consulting","4,363.41","2024-12-08","New York","Hermes","VendorC","Cheque","Rejected"
"NetFusion","IT","Utilities","5,839.93","2024-12-14","Toronto","Orion","VendorC","PayPal","Rejected"
"TechNova","HR","Salaries","418.89","2025-06-03","San Francisco","Athena","VendorA","PayPal","Approved"
"DataWave","IT","Consulting","9,973.46","2024-11-12","New York","Zeus","VendorD","Bank Transfer","Pending"
"InnoSoft","Marketing","Travel","4,400.62","2024-11-17","San Francisco","Athena","VendorD","Cheque","Pending"
"TechNova","Marketing","Salaries","5,700.41","2025-02-23","Berlin","Apollo","VendorD","Bank Transfer","Rejected"
"NetFusion","Finance","Salaries","5,477.12","2025-04-17","New York","Apollo","VendorD","Cheque","Rejected"
"TechNova","Marketing","Travel","9,276.15","2025-05-02","Toronto","Hermes","VendorA","Bank Transfer","Rejected"
"InnoSoft","Finance","Utilities","8,996.41","2025-07-06","Berlin","Orion","VendorD","Cheque","Pending"
"TechNova","Finance","Software","3,296.81","2025-04-12","Bangalore","Athena","VendorC","Bank Transfer","Approved"
"DataWave","IT","Utilities","1,775.52","2024-08-06","Bangalore","Orion","VendorC","Cheque","Approved"
"TechNova","IT","Travel","9,004.93","2024-08-26","San Francisco","Orion","VendorC","PayPal","Pending"
"TechNova","Marketing","Consulting","2,667.18","2024-12-20","Toronto","Orion","VendorE","Cheque","Approved"
"CyberCore","IT","Travel","5,258.32","2024-11-10","Toronto","Hermes","VendorC","Cheque","Approved"
"InnoSoft","Finance","Utilities","3,140.78","2024-10-31","Bangalore","Athena","VendorB","Cheque","Rejected"
"TechNova","IT","Salaries","377.27","2025-02-24","Bangalore","Hermes","VendorE","PayPal","Pending"
"TechNova","Operations","Salaries","7,809.77","2025-04-18","New York","Hermes","VendorE","Bank Transfer","Pending"
"NetFusion","Operations","Salaries","2,332.81","2024-10-28","New York","Zeus","VendorC","Credit Card","Rejected"
"TechNova","HR","Hardware","9,083.52","2024-11-25","Berlin","Zeus","VendorE","Bank Transfer","Approved"
"NetFusion","Operations","Training","6,045.93","2024-11-01","Toronto","Apollo","VendorD","Credit Card","Rejected"
"DataWave","IT","Salaries","865.56","2025-06-25","Toronto","Apollo","VendorE","Bank Transfer","Rejected"
"DataWave","HR","Travel","631.16","2025-01-25","San Francisco","Hermes","VendorD","Credit Card","Pending"
"InnoSoft","Operations","Utilities","2,967.2","2024-10-14","Berlin","Orion","VendorE","Cheque","Pending"
"DataWave","HR","Consulting","4,865.19","2024-10-06","Toronto","Orion","VendorE","Bank Transfer","Approved"
"DataWave","IT","Travel","2,957.94","2025-03-11","Toronto","Zeus","VendorD","Credit Card","Pending"
"CyberCore","Marketing","Utilities","4,471.04","2024-08-27","Toronto","Apollo","VendorE","Bank Transfer","Rejected"
"NetFusion","IT","Software","181.43","2024-07-13","Bangalore","Zeus","VendorD","Bank Transfer","Rejected"
"CyberCore","IT","Salaries","7,379.1","2024-10-23","San Francisco","Athena","VendorD","Credit Card","Rejected"
"CyberCore","Operations","Hardware","2,967.91","2025-02-28","Berlin","Orion","VendorD","Cheque","Rejected"
"InnoSoft","Operations","Salaries","3,926.42","2024-12-24","Berlin","Apollo","VendorE","PayPal","Pending"
"CyberCore","Operations","Utilities","6,210.05","2025-06-29","Bangalore","Hermes","VendorA","Cheque","Rejected"
"CyberCore","HR","Consulting","3,244.48","2024-08-03","Toronto","Apollo","VendorD","Cheque","Rejected"
"NetFusion","IT","Consulting","7,224.66","2024-09-13","New York","Apollo","VendorA","Bank Transfer","Rejected"
"DataWave","IT","Software","1,827.42","2025-06-16","Bangalore","Hermes","VendorC","Bank Transfer","Rejected"
"InnoSoft","Operations","Travel","5,184.97","2025-05-15","New York","Apollo","VendorC","Credit Card","Approved"
"DataWave","Operations","Software","1,644.66","2024-11-27","San Francisco","Orion","VendorB","Bank Transfer","Pending"
"NetFusion","IT","Training","5,243.43","2025-06-22","New York","Zeus","VendorA","Credit Card","Pending"
"InnoSoft","Finance","Training","4,173.98","2024-07-14","London","Athena","VendorB","PayPal","Rejected"
"CyberCore","IT","Salaries","3,397.65","2025-01-19","New York","Hermes","VendorA","PayPal","Pending"
"CyberCore","R&D","Training","8,285.95","2025-03-14","Berlin","Apollo","VendorA","PayPal","Rejected"
"CyberCore","R&D","Salaries","2,045.49","2024-12-06","San Francisco","Apollo","VendorB","Credit Card","Approved"
"InnoSoft","Finance","Software","5,207.44","2025-04-21","London","Athena","VendorD","Credit Card","Approved"
"CyberCore","R&D","Utilities","9,594.62","2025-04-22","Toronto","Athena","VendorB","Bank Transfer","Approved"
"CyberCore","Finance","Travel","7,345.88","2025-03-12","Bangalore","Orion","VendorD","Cheque","Pending"
"CyberCore","Operations","Hardware","4,248.86","2025-03-10","Bangalore","Orion","VendorB","Bank Transfer","Approved"
"CyberCore","HR","Utilities","7,017.69","2024-11-03","San Francisco","Apollo","VendorA","Credit Card","Approved"
"InnoSoft","IT","Utilities","4,525.2","2024-11-01","London","Apollo","VendorD","Cheque","Rejected"
"CyberCore","Finance","Software","7,141.29","2024-08-25","Toronto","Apollo","VendorE","Cheque","Rejected"
"TechNova","IT","Salaries","6,550.94","2024-09-10","New York","Athena","VendorA","Cheque","Rejected"
"DataWave","Finance","Software","1,605.98","2024-09-01","San Francisco","Athena","VendorE","Credit Card","Approved"
"TechNova","IT","Salaries","5,763.22","2024-11-06","London","Apollo","VendorD","Cheque","Approved"
"InnoSoft","HR","Software","7,098.2","2024-11-29","London","Zeus","VendorB","Credit Card","Rejected"
"NetFusion","Finance","Travel","9,349.82","2024-11-07","New York","Hermes","VendorD","Bank Transfer","Pending"
"TechNova","R&D","Utilities","1,031.39","2024-07-31","Berlin","Zeus","VendorC","Credit Card","Rejected"
"DataWave","Operations","Hardware","2,894.98","2025-06-19","London","Orion","VendorE","PayPal","Rejected"
"NetFusion","HR","Travel","9,213.84","2024-08-23","Berlin","Apollo","VendorD","Cheque","Rejected"
"CyberCore","R&D","Hardware","3,343.7","2025-05-06","London","Hermes","VendorC","Bank Transfer","Pending"
"InnoSoft","Operations","Salaries","9,438.56","2024-08-26","San Francisco","Hermes","VendorB","Cheque","Rejected"
"DataWave","R&D","Travel","8,342.8","2024-11-03","Toronto","Zeus","VendorC","Credit Card","Rejected"
"DataWave","R&D","Hardware","6,693.62","2024-11-27","Berlin","Hermes","VendorA","PayPal","Rejected"
"TechNova","HR","Salaries","1,122.47","2025-06-11","Berlin","Orion","VendorA","Credit Card","Approved"
"TechNova","HR","Software","4,551.68","2025-06-20","New York","Orion","VendorA","Bank Transfer","Rejected"
